sno,firstname,lastname,gender,dob,personphone,city,statename,zip,primarylanguage,primaryocc,maxeducationlevel,maritalstatus,productcategory,annualincome,leadquality,datecreated 
3385,Rosemary,Jacobson,not specified,1944-05-13,9758137153,Lake Joelchester,Wyoming,44238,English,Salaried,Undergraduate,Widowed,Life Insurance,83000,Average,
3386,Kathleen,Urreta,female,1966-02-01,2779014465,Taylormouth,South Carolina,88173,English,Salaried,Undergraduate,Divorced,Disability Insurance,45000,Poor,
3387,Juan,Elliott,male,1961-07-21,6844939067,Collinsberg,Oklahoma,76680,English,Salaried,Doctorate,Married,Home Insurance,78000,Best,
3388,Mark,Roderiquez,male,1952-11-07,2837207348,West Jacob,West Virginia,18620,English,Business,Postgraduate,Married,Life Insurance,70000,Average,
3389,Andrew,Brown,male,1996-02-13,5175162037,Hoffmanfort,Delaware,28099,English,Salaried,Undergraduate,Unmarried,Auto Insurance,81000,Average,
3390,James,Olszewski,male,1995-06-01,6167851285,Port Donnatown,Kentucky,93609,English,Salaried,Undergraduate,Unmarried,Home Insurance,64000,Poor,
3391,Rene,Woods,male,1960-10-20,2343449547,Kylestad,Maryland,85053,English,Salaried,Undergraduate,Widowed,Auto Insurance,86000,Average,
3392,Cassie,Hardt,female,1940-10-26,5200280260,Michaelton,Ohio,13072,English,Self employed,Secondary school,Widowed,Life Insurance,9000,Best,
3393,Jacqueline,Walsh,female,1968-07-24,6885485105,West Stevenchester,Arkansas,75213,English,Salaried,Undergraduate,Married,Home Insurance,58000,Best,
3394,Denise,Carter,female,1956-12-10,7049085971,Christinaton,Nebraska,64031,English,Salaried,Doctorate,Married,Home Insurance,95000,Average,
3395,Jeanette,Howell,female,1951-09-06,6731214323,East Stephanieview,New York,83777,English,Salaried,Undergraduate,Divorced,Auto Insurance,51000,Average,
3396,Eileen,Galyen,female,1948-09-22,7617423411,South Nancyfurt,Indiana,73672,English,Business,Postgraduate,Married,Life Insurance,69000,Poor,
3397,Mary,Chan,not specified,1997-10-04,7859578796,South Michaelview,Rhode Island,40973,English,Business,Postgraduate,Unmarried,Home Insurance,94000,Poor,
3398,Toni,Smith,female,1966-07-30,1007941487,Johnview,Missouri,71698,English,Salaried,Undergraduate,Married,Auto Insurance,57000,Average,
3399,Tom,Hunter,male,1964-05-21,5702972392,Lake Janet,Rhode Island,55557,English,Salaried,Doctorate,Divorced,Disability Insurance,85000,Best,
3400,Mark,Roderiquez,male,1952-11-07,2837207348,West Jacob,West Virginia,18620,English,Business,Postgraduate,Married,Auto Insurance,70000,Average,
3401,Cesar,Rogers,male,1972-07-07,6641527510,Danielport,South Carolina,21697,English,Salaried,Undergraduate,Married,Life Insurance,56000,Poor,
3402,Debra,Alvarez,female,1962-02-14,2042139525,West Sabrina,Minnesota,67935,English,Business,Postgraduate,Married,Disability Insurance,63000,Poor,
3403,Estelle,Grisham,female,1942-10-18,4213911712,Port Tonya,Nebraska,83972,English,Salaried,Postgraduate,Married,Home Insurance,61000,Average,
3404,Billie,Constantino,female,1978-03-25,5193900287,North Patrickland,Wyoming,44591,English,Salaried,Undergraduate,Married,Disability Insurance,60000,Poor,
3405,Rachel,Solomon,female,1969-02-01,9600936810,Williamsshire,Ohio,69373,English,Salaried,Postgraduate,Divorced,Disability Insurance,85000,Best,
3406,Andrew,Brown,male,1996-02-13,5175162037,Hoffmanfort,Delaware,28099,English,Salaried,Undergraduate,Unmarried,Auto Insurance,81000,Average,
3407,Douglas,Chew,male,1976-11-26,5188070396,Anneshire,New Hampshire,57388,English,Unemployed,Secondary school,Divorced,Home Insurance,1000,Average,
3408,Joann,Moore,not specified,1954-09-18,5176036621,North Markmouth,Utah,83327,English,Salaried,Doctorate,Married,Auto Insurance,54000,Best,
3409,Robert,Slaughter,male,1980-10-21,6098174218,West Travisfurt,Alabama,2140,English,Salaried,Secondary school,Unmarried,Home Insurance,1000,Poor,
3410,Charles,Walker,female,1944-11-17,4030805685,Tiffanybury,Montana,6844,English,Self employed,Secondary school,Widowed,Disability Insurance,30000,Best,
3411,Victoria,Luster,female,1983-05-03,2905547237,Allenchester,Pennsylvania,98502,English,Salaried,Undergraduate,Married,Life Insurance,69000,Best,
3412,Ronald,Loveman,male,1994-11-27,8634787695,Port Angelaland,California,81169,English,Salaried,Doctorate,Unmarried,Disability Insurance,84000,Best,
3413,Lisa,Tillis,female,1990-02-21,7989737931,Nguyenstad,California,19474,English,Self employed,Elementary school,Unmarried,Life Insurance,3000,Best,
3414,Petra,Eastman,female,1991-12-24,5828781993,Lake Wayne,North Dakota,15747,English,Business,Postgraduate,Married,Auto Insurance,88000,Best,
3415,Amy,Jay,female,1940-11-12,2939889659,Alanport,Oklahoma,3001,English,Salaried,Undergraduate,Married,Disability Insurance,64000,Average,
3416,Maxine,Moss,female,1989-11-20,5801252198,West Tony,Indiana,38559,English,Salaried,Undergraduate,Unmarried,Disability Insurance,70000,Poor,
3417,Katherine,Booker,female,1973-05-02,8965661189,South Shelby,Montana,8823,English,Self employed,Secondary school,Married,Life Insurance,4000,Average,
3418,Cesar,Rogers,male,1972-07-07,6641527510,Danielport,South Carolina,21697,English,Salaried,Undergraduate,Married,Auto Insurance,56000,Poor,
3419,Hilda,Mccarty,female,1994-04-17,7495719292,Lake Jonathan,Connecticut,26423,English,Salaried,Postgraduate,Unmarried,Disability Insurance,78000,Best,
3420,Dorothy,Mock,female,1990-02-09,9757557518,East Lisafort,Louisiana,85108,English,Self employed,Secondary school,Married,Disability Insurance,1000,Poor,
3421,Wayne,Jeter,male,1984-11-26,3188753702,Judithton,Wisconsin,76031,English,Unemployed,Elementary school,Married,Life Insurance,1000,Average,
3422,Andrew,Edwards,male,1981-06-06,8047859778,East Samanthaburgh,Ohio,3776,English,Salaried,Undergraduate,Married,Disability Insurance,71000,Best,
3423,Robert,Peter,male,1955-09-15,7059605880,West Stephanieside,Iowa,52878,English,Salaried,Postgraduate,Married,Life Insurance,61000,Best,
3424,Clifton,Watkins,male,1952-10-31,7931634041,Lake Katherineton,Delaware,27098,English,Self employed,Elementary school,Divorced,Home Insurance,29000,Poor,
3425,Whitney,Rodriquez,female,1955-12-24,2463430949,Tonyview,Louisiana,17204,English,Business,Postgraduate,Married,Life Insurance,84000,Best,
3426,Shirley,Somerville,female,1987-07-27,6592501000,Christianhaven,Florida,35035,English,Unemployed,Secondary school,Married,Auto Insurance,1000,Average,
3427,Mark,Harter,male,1966-08-26,5983719762,South Nicoleport,Iowa,16977,English,Salaried,Doctorate,Married,Life Insurance,44000,Best,
3428,Catherine,Green,female,1963-08-13,6956817880,Lake Marcus,Indiana,74596,English,Salaried,Undergraduate,Married,Life Insurance,59000,Poor,
3429,Nicholas,Glenn,male,1942-04-25,1054508697,Riverafort,Wisconsin,41555,English,Salaried,Undergraduate,Married,Life Insurance,80000,Best,
3430,Angel,Wilkins,female,1985-02-08,8985490900,Michaelborough,Kentucky,37967,English,Salaried,Postgraduate,Married,Auto Insurance,59000,Poor,
3431,William,Horne,male,1966-09-18,2590409524,North Deanna,Missouri,20097,English,Salaried,Undergraduate,Married,Life Insurance,85000,Best,
3432,Ronald,Stec,male,2000-03-11,3446881866,Shelleyville,Missouri,93393,English,Salaried,Undergraduate,Married,Life Insurance,83000,Poor,
3433,Hayley,Peterson,female,1943-06-19,8803866126,Lake Kara,Tennessee,45070,English,Self employed,Elementary school,Divorced,Home Insurance,35000,Average,
3434,Brenda,Wells,female,1988-01-02,1552144743,New Lisa,Kentucky,2326,English,Salaried,Doctorate,Married,Life Insurance,76000,Poor,
3435,Margaret,Filthaut,female,1965-03-18,7785451299,Jensenstad,Indiana,40316,English,Salaried,Doctorate,Married,Home Insurance,74000,Average,
3436,Tyler,Ortega,male,1943-11-27,9874738213,Richardsonport,Mississippi,83645,English,Salaried,Undergraduate,Widowed,Life Insurance,62000,Average,
3437,Jacqueline,Walsh,female,1968-07-24,6885485105,West Stevenchester,Arkansas,75213,English,Salaried,Undergraduate,Married,Home Insurance,58000,Best,
3438,Catherine,Cooper,female,1971-12-01,5221355898,Kiddfort,Kansas,4221,English,Self employed,Secondary school,Married,Life Insurance,8000,Best,
3439,Judith,Hugle,female,1999-05-12,1427324125,Brendastad,New Mexico,68087,English,Salaried,Doctorate,Unmarried,Auto Insurance,58000,Best,
3440,Clyde,Geisler,male,1975-01-28,1936108546,Thomaschester,Oregon,49605,English,Self employed,Secondary school,Married,Life Insurance,17000,Average,
3441,Lisa,Tillis,female,1990-02-21,7989737931,Nguyenstad,California,19474,English,Self employed,Elementary school,Unmarried,Home Insurance,3000,Best,
3442,Anita,Graham,female,1965-02-16,7084211351,Zacharymouth,Missouri,28677,English,Salaried,Doctorate,Married,Auto Insurance,40000,Poor,
3443,Harold,Conway,male,1955-05-12,3378249878,Staceyborough,South Carolina,45973,English,Self employed,Elementary school,Divorced,Home Insurance,60000,Average,
3490,Tom,Hunter,male,1964-05-21,5702972392,Lake Janet,Rhode Island,55557,English,Salaried,Doctorate,Divorced,Auto Insurance,85000,Best,
3444,Beverly,Smith,female,1991-05-05,9280190345,Curtisview,Georgia,15735,English,Salaried,Doctorate,Unmarried,Home Insurance,42000,Average,
3445,Joseph,Brown,male,1998-05-15,8589881958,Johnsonfort,Missouri,1266,English,Salaried,Doctorate,Married,Life Insurance,43000,Poor,
3446,Sabrina,Dyer,female,1966-07-10,4439011982,Port Peterland,New York,97686,English,Salaried,Undergraduate,Married,Life Insurance,80000,Average,
3447,Robert,Holman,male,1981-09-10,7152822861,Moodyshire,Texas,50901,English,Business,Postgraduate,Married,Home Insurance,73000,Best,
3448,Eileen,Snook,female,1983-02-27,7877489609,South Nicole,Montana,65718,English,Salaried,Undergraduate,Divorced,Home Insurance,85000,Best,
3449,Katherine,Gomez,female,1946-04-06,2165104729,New George,North Dakota,71952,English,Business,Postgraduate,Widowed,Disability Insurance,67000,Best,
3450,Harvey,Small,male,1972-12-17,7834055097,Amandaton,Rhode Island,48233,English,Salaried,Postgraduate,Married,Life Insurance,51000,Best,
3451,William,Melton,male,1952-08-01,4405717996,Ryanborough,Maine,1006,English,Salaried,Undergraduate,Married,Home Insurance,84000,Poor,
3452,Alicia,Medovich,female,1981-03-28,2501139113,Kelseymouth,Louisiana,34566,English,Salaried,Undergraduate,Divorced,Disability Insurance,40000,Average,
3453,Celeste,Williams,female,1995-11-10,1496929793,West Ryanberg,Alaska,41374,English,Self employed,Secondary school,Unmarried,Auto Insurance,30000,Poor,
3454,Toni,Smith,female,1966-07-30,1007941487,Johnview,Missouri,71698,English,Salaried,Undergraduate,Married,Auto Insurance,57000,Average,
3455,Jeremy,Hightower,male,1945-12-08,2736539079,New Matthew,Maryland,59595,English,Salaried,Undergraduate,Divorced,Disability Insurance,46000,Best,
3456,James,Sharp,male,1986-05-04,1930514793,North Kathrynton,Delaware,29178,English,Self employed,Elementary school,Married,Auto Insurance,20000,Average,
3457,James,Savage,male,1978-08-14,3714786910,West Williamton,New Hampshire,19566,English,Business,Postgraduate,Married,Home Insurance,91000,Poor,
3458,Patricia,Lindhorst,female,1988-08-24,4835439481,New Jill,Wisconsin,34265,English,Salaried,Undergraduate,Widowed,Disability Insurance,81000,Best,
3459,Denise,Carter,female,1956-12-10,7049085971,Christinaton,Nebraska,64031,English,Salaried,Doctorate,Married,Auto Insurance,95000,Average,
3460,Evelyn,Redmond,female,1985-01-12,1199186347,West Vincent,Delaware,56372,English,Salaried,Undergraduate,Widowed,Life Insurance,67000,Average,
3461,Kyle,Parvin,male,1983-12-27,7678553628,Lake Justin,Indiana,89141,English,Salaried,Postgraduate,Married,Auto Insurance,77000,Average,
3462,Peter,Batton,male,1979-02-13,8963310848,East Katelyn,Louisiana,46121,English,Salaried,Undergraduate,Widowed,Home Insurance,66000,Average,
3463,Vicki,Rodriguez,not specified,1961-09-10,7816159908,Perezside,Virginia,28184,English,Salaried,Doctorate,Married,Auto Insurance,65000,Best,
3464,Mark,Ye,male,1980-05-13,1998588776,Moorestad,Indiana,73523,English,Salaried,Undergraduate,Married,Home Insurance,88000,Poor,
3465,Earlene,Jones,female,1991-02-21,6736156451,Richardton,Montana,76872,English,Salaried,Undergraduate,Unmarried,Auto Insurance,51000,Poor,
3466,Earlene,Jones,female,1991-02-21,6736156451,Richardton,Montana,76872,English,Salaried,Undergraduate,Unmarried,Home Insurance,51000,Poor,
3467,Douglas,Cook,male,1965-08-24,5181195704,Michaelville,Georgia,74654,English,Salaried,Undergraduate,Widowed,Home Insurance,48000,Average,
3468,Hayley,Peterson,female,1943-06-19,8803866126,Lake Kara,Tennessee,45070,English,Self employed,Elementary school,Divorced,Life Insurance,35000,Average,
3469,Kathryn,Brown,female,1960-09-24,6419348598,East Gabrielle,Alaska,60159,English,Salaried,Doctorate,Married,Disability Insurance,56000,Poor,
3470,Patricia,Schleich,female,1955-10-19,9070615209,Figueroaview,Georgia,33806,English,Salaried,Doctorate,Widowed,Auto Insurance,43000,Poor,
3471,Natalie,Ponce,female,1964-11-28,2005107364,East Michael,Delaware,85600,English,Business,Postgraduate,Widowed,Auto Insurance,69000,Average,
3472,Daniel,Pacheco,male,1991-03-18,9556233803,Brianburgh,Virginia,66699,English,Salaried,Undergraduate,Unmarried,Life Insurance,69000,Average,
3473,Matthew,Powers,male,1982-04-15,7712406254,Port Jeffery,Massachusetts,96924,English,Salaried,Undergraduate,Widowed,Life Insurance,42000,Average,
3474,Anita,Graham,female,1965-02-16,7084211351,Zacharymouth,Missouri,28677,English,Salaried,Doctorate,Married,Disability Insurance,40000,Poor,
3475,Eileen,Galyen,female,1948-09-22,7617423411,South Nancyfurt,Indiana,73672,English,Business,Postgraduate,Married,Life Insurance,69000,Poor,
3476,Andrew,Brown,male,1996-02-13,5175162037,Hoffmanfort,Delaware,28099,English,Salaried,Undergraduate,Unmarried,Life Insurance,81000,Average,
3477,Richard,Masker,male,1984-06-17,4901014190,Nathanielfort,Arkansas,80995,English,Salaried,Postgraduate,Widowed,Auto Insurance,85000,Poor,
3478,Clara,Heath,female,1987-08-16,5010705639,Vegaburgh,Vermont,35139,English,Business,Postgraduate,Widowed,Auto Insurance,62000,Average,
3479,Dana,Peterson,female,1967-05-24,6025201963,Danieltown,Kansas,13792,English,Business,Postgraduate,Widowed,Home Insurance,74000,Average,
3480,John,Baker,male,1958-07-01,5529099140,Cynthiafort,Georgia,36097,English,Salaried,Undergraduate,Widowed,Life Insurance,73000,Poor,
3481,Sook,Ayers,female,1984-02-17,2530775650,North Linda,Wyoming,12415,English,Unemployed,Elementary school,Widowed,Home Insurance,1000,Poor,
3482,Herman,Mcneese,male,1979-03-31,8539270831,North Ryan,Arkansas,12893,English,Salaried,Doctorate,Married,Home Insurance,80000,Poor,
3483,Natalie,Ponce,female,1964-11-28,2005107364,East Michael,Delaware,85600,English,Business,Postgraduate,Widowed,Disability Insurance,69000,Average,
3484,Joyce,Fowler,female,1989-03-11,7131955479,Davidsonmouth,Hawaii,82462,English,Salaried,Doctorate,Divorced,Home Insurance,74000,Best,
3485,Richard,Manigault,male,1963-02-13,6581140715,East Jasmin,Mississippi,46928,English,Salaried,Postgraduate,Married,Disability Insurance,63000,Average,
3486,Benjamin,Simon,male,1981-11-03,5525484771,West Juliefurt,New Mexico,52683,English,Self employed,Elementary school,Married,Home Insurance,6000,Poor,
3487,Regina,Shaw,female,1949-01-24,9356801590,Rochaport,Tennessee,71016,English,Self employed,Elementary school,Widowed,Home Insurance,22000,Average,
3488,Adelaide,Howard,not specified,1984-05-22,1494758033,Colliertown,West Virginia,59771,English,Self employed,Secondary school,Widowed,Life Insurance,31000,Average,
3489,Charles,Stewart,male,1977-04-17,5140770904,West Robin,Oklahoma,66347,English,Salaried,Undergraduate,Married,Auto Insurance,83000,Average,
3491,Maria,Vasquez,female,1981-11-13,3634350852,Roseburgh,Arizona,36301,English,Salaried,Undergraduate,Married,Disability Insurance,45000,Poor,
3492,Craig,Cote,male,1943-04-30,1607825287,Rossbury,New Jersey,36195,English,Salaried,Undergraduate,Divorced,Auto Insurance,44000,Poor,
3493,Michael,Watkins,male,1975-07-22,4041820605,Port Steveport,North Carolina,51569,English,Business,Postgraduate,Widowed,Life Insurance,74000,Average,
3494,Sally,Coon,female,1980-06-03,2155411471,Michaelborough,Idaho,31771,English,Business,Postgraduate,Widowed,Life Insurance,65000,Average,
3495,Benjamin,Simon,male,1981-11-03,5525484771,West Juliefurt,New Mexico,52683,English,Self employed,Elementary school,Married,Disability Insurance,6000,Poor,
3496,Miguel,Goldbach,male,1995-03-10,8112159740,Jeffreymouth,Missouri,65964,English,Salaried,Undergraduate,Unmarried,Disability Insurance,88000,Best,
3497,Ethel,Hildebrant,female,1947-12-30,2930121180,Owensstad,Wyoming,90690,English,Self employed,Secondary school,Married,Home Insurance,24000,Best,
3498,Nanette,Fairey,female,1944-06-23,4039692702,South Brianhaven,West Virginia,40137,English,Business,Postgraduate,Married,Auto Insurance,96000,Poor,
3499,Ruth,Robinson,female,1953-07-09,2116546422,West Jasmine,Montana,21227,English,Salaried,Undergraduate,Married,Disability Insurance,81000,Average,
3500,George,Hoffman,male,1990-09-16,8748350516,West Adam,New York,55635,English,Salaried,Doctorate,Unmarried,Disability Insurance,80000,Best,
3501,Anna,Callaghan,female,1963-07-26,2907383790,Grantview,Mississippi,99317,English,Business,Postgraduate,Divorced,Life Insurance,81000,Poor,
3502,Christopher,Dancer,male,1941-04-06,7454009774,Benjaminstad,Alabama,72398,English,Self employed,Elementary school,Married,Disability Insurance,10000,Poor,
3503,Edward,Hirth,male,1944-03-13,1538515771,East Charles,Tennessee,76980,English,Salaried,Undergraduate,Widowed,Auto Insurance,72000,Best,
3504,Brian,Petrowski,male,1995-09-21,3367091813,West Michael,Louisiana,24634,English,Salaried,Undergraduate,Married,Auto Insurance,62000,Average,
3505,Mark,Roderiquez,male,1952-11-07,2837207348,West Jacob,West Virginia,18620,English,Business,Postgraduate,Married,Life Insurance,70000,Average,
3506,Karen,Denault,female,1965-02-08,2275935513,Sherriville,Wisconsin,88811,English,Salaried,Postgraduate,Married,Home Insurance,45000,Poor,
3507,Janelle,Hopkins,female,1949-05-24,3137052442,Johnburgh,Michigan,99536,English,Salaried,Doctorate,Married,Life Insurance,41000,Poor,
3508,Jerrod,Bowman,male,1957-03-17,2711795515,Butlerbury,Maine,81397,English,Business,Postgraduate,Married,Home Insurance,71000,Best,
3509,Thomas,Hively,male,1996-12-12,3838404082,New Spencer,Utah,21171,English,Salaried,Doctorate,Married,Home Insurance,10000,Best,
3510,Margaret,Carpenter,female,2001-02-10,5607096137,Rebeccabury,Idaho,19228,English,Salaried,Undergraduate,Unmarried,Disability Insurance,77000,Poor,
3511,Hector,Kiehl,male,1969-11-03,2155498651,Lopezborough,Alabama,79157,English,Salaried,Doctorate,Married,Disability Insurance,40000,Average,
3512,Wilford,Skelley,male,1945-06-02,7424223780,Lake Kathyview,Oklahoma,21891,English,Salaried,Doctorate,Married,Disability Insurance,85000,Best,
3513,Teresa,Matusz,female,1993-02-10,6554748189,West Gabrielaberg,Virginia,60130,English,Business,Postgraduate,Unmarried,Auto Insurance,79000,Poor,
3514,James,Wilson,male,1956-04-24,9549404160,South Maria,Washington,14837,English,Salaried,Doctorate,Married,Auto Insurance,68000,Poor,
3515,Wendell,Bob,male,1998-06-15,8278927905,North Alyssahaven,Pennsylvania,897,English,Salaried,Undergraduate,Unmarried,Home Insurance,78000,Poor,
3516,Garrett,Reed,male,1999-02-24,8986459346,Petersonshire,Virginia,44721,English,Salaried,Postgraduate,Unmarried,Auto Insurance,89000,Poor,
3517,Georgia,Johnson,female,1985-12-24,2110894911,New Heather,Maryland,49441,English,Salaried,Undergraduate,Married,Life Insurance,52000,Best,
3518,Corey,Thompson,male,1967-01-10,8669574663,New Ericbury,North Carolina,43976,English,Self employed,Secondary school,Divorced,Life Insurance,14000,Average,
3519,Marjorie,Johnson,female,1944-07-25,1065309396,Camposbury,Texas,84915,English,Salaried,Doctorate,Married,Life Insurance,50000,Poor,
3520,Andrea,Brimfield,female,1956-07-10,5218591879,South Monica,California,69368,English,Salaried,Undergraduate,Divorced,Home Insurance,40000,Best,
3521,Douglas,Callahan,male,1973-08-14,2562432704,Robertburgh,Utah,97728,English,Salaried,Doctorate,Married,Life Insurance,85000,Poor,
3522,Mark,Harter,male,1966-08-26,5983719762,South Nicoleport,Iowa,16977,English,Salaried,Doctorate,Married,Auto Insurance,44000,Best,
3523,Arlene,Morales,female,1986-01-15,6249875165,Aaronville,Arizona,64338,English,Salaried,Undergraduate,Widowed,Auto Insurance,47000,Poor,
3524,Lorraine,Linton,female,1992-07-22,3956643118,Port Chad,Minnesota,29540,English,Salaried,Undergraduate,Unmarried,Auto Insurance,60000,Average,
3525,Carrie,Lucas,female,1983-07-04,1394133759,Port Erikborough,Kentucky,63183,English,Business,Postgraduate,Married,Auto Insurance,66000,Average,
3526,Julia,Downin,female,1954-03-26,9176298932,Melissaport,New Mexico,65713,English,Salaried,Undergraduate,Widowed,Auto Insurance,54000,Average,
3527,Karen,Lee,female,1966-02-09,4622223669,Woodsfurt,Massachusetts,54082,English,Salaried,Doctorate,Divorced,Home Insurance,48000,Poor,
3528,Sarah,Lea,female,1951-03-07,2932062668,West Shirley,Connecticut,81357,English,Salaried,Postgraduate,Married,Life Insurance,89000,Best,
3529,Jason,Mccoy,male,1981-02-18,1171735765,Lake Shawn,South Dakota,93842,English,Business,Postgraduate,Widowed,Auto Insurance,76000,Best,
3530,Leigh,Bailey,female,1982-05-01,6680415373,Carlyberg,Nebraska,23026,English,Self employed,Secondary school,Widowed,Home Insurance,33000,Best,
3531,Cory,Medina,male,1986-01-14,6933563265,East Charlesbury,Michigan,16911,English,Salaried,Undergraduate,Married,Auto Insurance,56000,Poor,
3532,Sarah,Overton,female,1953-10-25,9059123116,Copelandside,Colorado,82958,English,Business,Postgraduate,Married,Disability Insurance,76000,Best,
3533,Ashley,Sutton,female,2000-11-14,3680263907,Smithville,Nevada,42916,English,Salaried,Doctorate,Unmarried,Disability Insurance,72000,Poor,
3534,Lucy,Bowmer,female,1983-01-25,8581117349,Port Shaun,Louisiana,23389,English,Business,Postgraduate,Divorced,Life Insurance,62000,Best,
3535,Josephine,Hildreth,female,1956-10-07,5247477935,Hollowayberg,Rhode Island,38898,English,Salaried,Undergraduate,Married,Auto Insurance,45000,Poor,
3536,Steven,Meade,male,1976-06-10,1672596264,South Jonathanfort,Wyoming,6566,English,Self employed,Secondary school,Married,Life Insurance,16000,Average,
3537,Johnny,Herrmann,male,1978-07-25,9549826358,Angelashire,Louisiana,34861,English,Self employed,Secondary school,Married,Life Insurance,12000,Poor,
3538,Nicholas,Glenn,male,1942-04-25,1054508697,Riverafort,Wisconsin,41555,English,Salaried,Undergraduate,Married,Life Insurance,80000,Best,
3539,Erika,Smith,female,1952-05-28,8274982912,Port Thomastown,Oklahoma,68224,English,Salaried,Undergraduate,Married,Disability Insurance,83000,Average,
3540,Chana,Shutt,female,1994-11-07,6985569845,South Rachael,Ohio,94234,English,Salaried,Undergraduate,Unmarried,Life Insurance,68000,Average,
3541,Regina,Shaw,female,1949-01-24,9356801590,Rochaport,Tennessee,71016,English,Self employed,Elementary school,Widowed,Life Insurance,22000,Average,
3542,John,Baker,male,1958-07-01,5529099140,Cynthiafort,Georgia,36097,English,Salaried,Undergraduate,Widowed,Life Insurance,73000,Poor,
3543,Joseph,Hagler,male,1995-07-20,8345228991,East Joshua,Montana,49507,English,Salaried,Undergraduate,Unmarried,Life Insurance,49000,Average,
3544,Ramona,Soto,female,1959-04-19,9895522877,Priceton,Kansas,99666,English,Business,Postgraduate,Married,Disability Insurance,79000,Average,
3545,Donald,Howell,male,2001-08-16,7914620104,East Timothymouth,Virginia,25477,English,Self employed,Secondary school,Unmarried,Disability Insurance,24000,Average,
3546,Jade,Sofranko,female,1963-11-02,6392734967,Troychester,Texas,76888,English,Business,Postgraduate,Widowed,Auto Insurance,85000,Best,
3547,Joseph,Hagler,male,1995-07-20,8345228991,East Joshua,Montana,49507,English,Salaried,Undergraduate,Unmarried,Home Insurance,49000,Average,
3548,Brian,Petrowski,male,1995-09-21,3367091813,West Michael,Louisiana,24634,English,Salaried,Undergraduate,Married,Home Insurance,62000,Average,
3549,Eric,Dejesus,male,1984-10-10,1805916337,Brettmouth,Pennsylvania,50574,English,Unemployed,Elementary school,Married,Auto Insurance,1000,Poor,
3550,Chester,Bruce,male,1968-04-14,6788062324,West Robert,Florida,6214,English,Salaried,Doctorate,Married,Auto Insurance,77000,Best,
3551,Donald,Howell,male,2001-08-16,7914620104,East Timothymouth,Virginia,25477,English,Self employed,Secondary school,Unmarried,Auto Insurance,24000,Average,
3552,Billie,Constantino,female,1978-03-25,5193900287,North Patrickland,Wyoming,44591,English,Salaried,Undergraduate,Married,Life Insurance,60000,Poor,
3553,Phillip,Burke,male,1977-10-25,7991038471,Cantrellmouth,Maryland,49114,English,Self employed,Secondary school,Widowed,Auto Insurance,34000,Best,
3554,Jeannette,Jimenez,female,1971-05-07,9200553256,Frankfurt,Kansas,58788,English,Salaried,Postgraduate,Married,Home Insurance,50000,Poor,
3555,Judy,Frick,female,1965-08-04,3914525212,Port Angela,Arkansas,95459,English,Business,Postgraduate,Widowed,Home Insurance,88000,Poor,
3556,Sarah,Goodwin,female,1953-05-02,8649152896,Brockport,Wisconsin,49425,English,Business,Postgraduate,Married,Auto Insurance,86000,Best,
3557,Harvey,Small,male,1972-12-17,7834055097,Amandaton,Rhode Island,48233,English,Salaried,Postgraduate,Married,Home Insurance,51000,Best,
3558,Gilberto,Barber,male,1944-08-04,6670830766,Port Brianna,Iowa,92536,English,Salaried,Undergraduate,Divorced,Home Insurance,88000,Best,
3559,James,Brown,male,1980-12-06,1410570979,Lake Cody,Kansas,95655,English,Salaried,Undergraduate,Widowed,Auto Insurance,85000,Average,
3560,Barbara,Andersen,female,1952-10-19,3803196005,Lake Elizabeth,West Virginia,72499,English,Salaried,Undergraduate,Divorced,Disability Insurance,49000,Poor,
3561,Lenna,Parton,female,1989-10-04,3495322406,New Destiny,Arkansas,14292,English,Business,Postgraduate,Unmarried,Auto Insurance,89000,Best,
3562,Mitchell,Seago,male,1954-06-16,6061239870,Port Andreaside,Nevada,20185,English,Salaried,Postgraduate,Married,Life Insurance,30000,Best,
3563,Gerald,Thornton,male,1975-05-26,9990641390,Joneston,Arkansas,90831,English,Salaried,Undergraduate,Divorced,Disability Insurance,84000,Poor,
3564,Joyce,Fowler,female,1989-03-11,7131955479,Davidsonmouth,Hawaii,82462,English,Salaried,Doctorate,Divorced,Home Insurance,74000,Best,
3565,Mark,Dutcher,male,1974-09-13,9808944091,South Ryanville,Texas,1170,English,Business,Postgraduate,Married,Life Insurance,83000,Average,
3566,Stephanie,Diaz,female,1943-08-24,6958686956,Martinezland,North Carolina,24058,English,Salaried,Undergraduate,Married,Disability Insurance,52000,Average,
3567,Whitney,Rodriquez,female,1955-12-24,2463430949,Tonyview,Louisiana,17204,English,Business,Postgraduate,Married,Auto Insurance,84000,Best,
3568,Kamilah,Prentice,female,1970-06-12,6658750131,Jeffreychester,Kentucky,33308,English,Unemployed,Secondary school,Married,Life Insurance,3000,Best,
3569,Michael,Rodgers,male,1955-05-04,3723204460,Collinsville,Kentucky,93201,English,Salaried,Undergraduate,Divorced,Home Insurance,88000,Poor,
3570,Gilberto,Barber,male,1944-08-04,6670830766,Port Brianna,Iowa,92536,English,Salaried,Undergraduate,Divorced,Disability Insurance,88000,Best,
3571,Nancy,Parker,female,1972-02-02,4467455980,Fritzside,Louisiana,49546,English,Salaried,Undergraduate,Married,Auto Insurance,71000,Average,
3572,Joseph,Hagler,male,1995-07-20,8345228991,East Joshua,Montana,49507,English,Salaried,Undergraduate,Unmarried,Life Insurance,49000,Average,
